	Absolute way	Class	Num_class	Image_width	Image_hight	Number_of_chanel	Number_of_pixels
755	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0756.jpg	tiger	0	200	400	3	240000
756	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0757.jpg	tiger	0	320	213	3	204480
762	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0763.jpg	tiger	0	320	249	3	239040
786	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0787.jpg	tiger	0	200	400	3	240000
787	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0788.jpg	tiger	0	200	400	3	240000
788	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0789.jpg	tiger	0	200	400	3	240000
789	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0790.jpg	tiger	0	200	400	3	240000
790	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0791.jpg	tiger	0	200	400	3	240000
791	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0792.jpg	tiger	0	200	400	3	240000
792	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0793.jpg	tiger	0	200	400	3	240000
793	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0794.jpg	tiger	0	200	400	3	240000
794	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0795.jpg	tiger	0	200	400	3	240000
795	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0796.jpg	tiger	0	200	400	3	240000
796	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0797.jpg	tiger	0	200	400	3	240000
797	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0798.jpg	tiger	0	200	400	3	240000
802	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0803.jpg	tiger	0	320	400	3	384000
812	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0813.jpg	tiger	0	320	400	3	384000
816	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0817.jpg	tiger	0	320	256	3	245760
827	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0828.jpg	tiger	0	320	306	3	293760
828	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0829.jpg	tiger	0	200	400	3	240000
829	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0830.jpg	tiger	0	200	400	3	240000
830	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0831.jpg	tiger	0	200	400	3	240000
831	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0832.jpg	tiger	0	200	400	3	240000
832	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0833.jpg	tiger	0	200	400	3	240000
833	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0834.jpg	tiger	0	200	400	3	240000
834	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0835.jpg	tiger	0	200	400	3	240000
835	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0836.jpg	tiger	0	200	400	3	240000
836	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0837.jpg	tiger	0	200	400	3	240000
837	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0838.jpg	tiger	0	200	400	3	240000
838	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0839.jpg	tiger	0	200	400	3	240000
839	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0840.jpg	tiger	0	200	400	3	240000
845	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0846.jpg	tiger	0	320	306	3	293760
863	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0864.jpg	tiger	0	320	320	3	307200
870	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0871.jpg	tiger	0	200	400	3	240000
871	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0872.jpg	tiger	0	200	400	3	240000
872	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0873.jpg	tiger	0	200	400	3	240000
873	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0874.jpg	tiger	0	200	400	3	240000
874	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0875.jpg	tiger	0	200	400	3	240000
875	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0876.jpg	tiger	0	200	400	3	240000
876	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0877.jpg	tiger	0	200	400	3	240000
877	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0878.jpg	tiger	0	200	400	3	240000
878	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0879.jpg	tiger	0	200	400	3	240000
879	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0880.jpg	tiger	0	200	400	3	240000
880	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0881.jpg	tiger	0	200	400	3	240000
881	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0882.jpg	tiger	0	200	400	3	240000
882	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0883.jpg	tiger	0	320	320	3	307200
890	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0891.jpg	tiger	0	320	343	3	329280
897	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0898.jpg	tiger	0	320	387	3	371520
899	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0900.jpg	tiger	0	320	249	3	239040
901	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0902.jpg	tiger	0	320	400	3	384000
909	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0910.jpg	tiger	0	320	267	3	256320
912	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0913.jpg	tiger	0	200	400	3	240000
913	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0914.jpg	tiger	0	200	400	3	240000
914	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0915.jpg	tiger	0	200	400	3	240000
915	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0916.jpg	tiger	0	200	400	3	240000
916	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0917.jpg	tiger	0	200	400	3	240000
917	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0918.jpg	tiger	0	200	400	3	240000
918	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0919.jpg	tiger	0	200	400	3	240000
919	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0920.jpg	tiger	0	200	400	3	240000
920	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0921.jpg	tiger	0	200	400	3	240000
921	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0922.jpg	tiger	0	200	400	3	240000
922	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0923.jpg	tiger	0	200	400	3	240000
923	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0924.jpg	tiger	0	200	400	3	240000
928	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0929.jpg	tiger	0	320	267	3	256320
931	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0932.jpg	tiger	0	320	273	3	262080
934	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0935.jpg	tiger	0	320	320	3	307200
954	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0955.jpg	tiger	0	200	400	3	240000
955	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0956.jpg	tiger	0	200	400	3	240000
956	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0957.jpg	tiger	0	200	400	3	240000
957	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0958.jpg	tiger	0	200	400	3	240000
958	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0959.jpg	tiger	0	200	400	3	240000
959	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0960.jpg	tiger	0	200	400	3	240000
960	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0961.jpg	tiger	0	200	400	3	240000
961	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0962.jpg	tiger	0	200	400	3	240000
962	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0963.jpg	tiger	0	200	400	3	240000
963	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0964.jpg	tiger	0	200	400	3	240000
964	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0965.jpg	tiger	0	200	400	3	240000
965	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0966.jpg	tiger	0	200	400	3	240000
977	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0978.jpg	tiger	0	320	400	3	384000
989	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0990.jpg	tiger	0	320	213	3	204480
996	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0997.jpg	tiger	0	200	400	3	240000
997	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0998.jpg	tiger	0	200	400	3	240000
998	/Users/margogusarova/PycharmProjects/python2.1/dataset/tiger/0999.jpg	tiger	0	200	400	3	240000
